frame.number,frame.time_relative,eth.src,eth.dst,eth.type,ip.src,ip.dst,arp.src.hw_mac,arp.dst.hw_mac,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,frame.len,icmp.type,icmp.code,data,Label
"2169","325.858437820",,,,"34.107.243.93","10.0.3.15",,,"443","39270",,,"62",,,,0
"2170","325.867851205",,,,"172.64.155.119","10.0.3.15",,,"443","39316",,,"62",,,,0
"2171","325.867880396",,,,"10.0.3.15","172.64.155.119",,,"39316","443",,,"56",,,,0
"2172","325.869821445",,,,"104.18.131.236","10.0.3.15",,,"443","36598",,,"62",,,,0
"2173","325.869852097",,,,"10.0.3.15","104.18.131.236",,,"36598","443",,,"56",,,,0
"2174","325.871847091",,,,"13.224.81.71","10.0.3.15",,,"443","36460",,,"62",,,,0
"2175","325.871875119",,,,"10.0.3.15","13.224.81.71",,,"36460","443",,,"56",,,,0
"2176","325.876329065",,,,"104.18.131.236","10.0.3.15",,,"443","36590",,,"62",,,,0
"2177","325.876363442",,,,"10.0.3.15","104.18.131.236",,,"36590","443",,,"56",,,,0
"2178","325.878341993",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"80",,,,0
"2179","325.878342353",,,,"23.200.147.11","10.0.3.15",,,"80","57460",,,"62",,,,0
"2180","325.878374668",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"2181","325.878392923",,,,"10.0.3.15","23.200.147.11",,,"57460","80",,,"56",,,,0
"2182","325.878476788",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"2183","325.878476898",,,,"34.107.243.93","10.0.3.15",,,"443","39270",,,"62",,,,0
"2184","325.878486421",,,,"10.0.3.15","23.42.154.34",,,"45944","443",,,"56",,,,0
"2185","325.878494372",,,,"10.0.3.15","34.107.243.93",,,"39270","443",,,"56",,,,0
"2186","325.878536600",,,,"23.42.154.34","10.0.3.15",,,"443","45944",,,"62",,,,0
"2187","325.882625414",,,,"34.120.115.102","10.0.3.15",,,"443","32934",,,"62",,,,0
"2188","325.882657498",,,,"10.0.3.15","34.120.115.102",,,"32934","443",,,"56",,,,0
"2189","325.885311538",,,,"34.107.243.93","10.0.3.15",,,"443","39258",,,"62",,,,0
"2190","325.885341429",,,,"10.0.3.15","34.107.243.93",,,"39258","443",,,"56",,,,0
"2191","326.006740892",,,,"72.163.4.185","10.0.3.15",,,"80","48094",,,"62",,,,0
"2192","326.006768980",,,,"10.0.3.15","72.163.4.185",,,"48094","80",,,"56",,,,0
"2193","326.021464881",,,,"192.35.177.23","10.0.3.15",,,"80","35978",,,"62",,,,0
"2194","326.021501892",,,,"10.0.3.15","192.35.177.23",,,"35978","80",,,"56",,,,0
"2195","328.038467529",,,,,,,,,,,,"64",,,,0
"2196","331.946458641",,,,,,,,,,,,"64",,,,0
"2197","344.387213738",,,,,,,,,,,,"64",,,,0
"2198","396.240617420",,,,,,,,,,,,"64",,,,0
"2199","458.332189510",,,,,,,,,,,,"64",,,,0
"2200","466.780891763",,,,,,,,,,,,"64",,,,0
"2201","518.526159459",,,,,,,,,,,,"64",,,,0
"2202","590.537127234",,,,,,,,,,,,"64",,,,0
"2203","615.950048929",,,,,,,,,,,,"64",,,,0
"2204","717.511265601",,,,"10.0.3.15","208.67.220.220",,,,,"52450","53","72",,,,0
"2205","717.511286820",,,,"10.0.3.15","208.67.220.220",,,,,"52450","53","72",,,,0
"2206","717.551501005",,,,"208.67.220.220","10.0.3.15",,,,,"53","52450","88",,,,0
"2207","717.555468131",,,,"208.67.220.220","10.0.3.15",,,,,"53","52450","100",,,,0
"2208","717.556388026",,,,"10.0.3.15","216.58.204.78",,,,,,,"100","8","0","0fbd070000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2209","717.581439099",,,,"216.58.204.78","10.0.3.15",,,,,,,"100","0","0","0fbd070000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2210","717.581677996",,,,"10.0.3.15","208.67.220.220",,,,,"38703","53","88",,,,0
"2211","717.625739351",,,,"208.67.220.220","10.0.3.15",,,,,"53","38703","187",,,,0
"2212","718.557294730",,,,"10.0.3.15","216.58.204.78",,,,,,,"100","8","0","85c0070000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2213","718.581152361",,,,"216.58.204.78","10.0.3.15",,,,,,,"100","0","0","85c0070000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2214","718.581465691",,,,"10.0.3.15","208.67.220.220",,,,,"40163","53","88",,,,0
"2215","718.612385784",,,,"208.67.220.220","10.0.3.15",,,,,"53","40163","187",,,,0
"2216","719.569095107",,,,"10.0.3.15","216.58.204.78",,,,,,,"100","8","0","9cee070000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2217","719.592537576",,,,"216.58.204.78","10.0.3.15",,,,,,,"100","0","0","9cee070000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2218","719.592878255",,,,"10.0.3.15","208.67.220.220",,,,,"57601","53","88",,,,0
"2219","719.626178180",,,,"208.67.220.220","10.0.3.15",,,,,"53","57601","187",,,,0
"2220","720.568921525",,,,"10.0.3.15","216.58.204.78",,,,,,,"100","8","0","f5ed070000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2221","720.590925056",,,,"216.58.204.78","10.0.3.15",,,,,,,"100","0","0","f5ed070000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2222","720.591186936",,,,"10.0.3.15","208.67.220.220",,,,,"50886","53","88",,,,0
"2223","720.628888113",,,,"208.67.220.220","10.0.3.15",,,,,"53","50886","187",,,,0
"2224","722.571483234",,,,,,"08:00:27:94:fa:f7","00:00:00:00:00:00",,,,,"44",,,,0
"2225","722.571663802",,,,,,"52:54:00:12:35:02","08:00:27:94:fa:f7",,,,,"62",,,,0
"2226","727.734514351",,,,"10.0.3.15","208.67.220.220",,,,,"58866","53","71",,,,0
"2227","727.734552113",,,,"10.0.3.15","208.67.220.220",,,,,"58866","53","71",,,,0
"2228","727.766584445",,,,"208.67.220.220","10.0.3.15",,,,,"53","58866","87",,,,0
"2229","727.770798781",,,,"208.67.220.220","10.0.3.15",,,,,"53","58866","99",,,,0
"2230","727.771837439",,,,"10.0.3.15","72.163.4.185",,,,,,,"100","8","0","99060b0000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2231","727.920392906",,,,"72.163.4.185","10.0.3.15",,,,,,,"100","0","0","99060b0000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2232","727.920608173",,,,"10.0.3.15","208.67.220.220",,,,,"57794","53","87",,,,0
"2233","727.952471773",,,,"208.67.220.220","10.0.3.15",,,,,"53","57794","122",,,,0
"2234","728.773593151",,,,"10.0.3.15","72.163.4.185",,,,,,,"100","8","0","720d0b0000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2235","728.921328722",,,,"72.163.4.185","10.0.3.15",,,,,,,"100","0","0","720d0b0000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2236","728.921483144",,,,"10.0.3.15","208.67.220.220",,,,,"50595","53","87",,,,0
"2237","729.296827545",,,,"208.67.220.220","10.0.3.15",,,,,"53","50595","122",,,,0
"2238","729.789089527",,,,"10.0.3.15","72.163.4.185",,,,,,,"100","8","0","ff490b0000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2239","729.932925818",,,,"72.163.4.185","10.0.3.15",,,,,,,"100","0","0","ff490b0000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2240","729.933102951",,,,"10.0.3.15","208.67.220.220",,,,,"53804","53","87",,,,0
"2241","729.966043172",,,,"208.67.220.220","10.0.3.15",,,,,"53","53804","122",,,,0
"2242","730.793069731",,,,"10.0.3.15","72.163.4.185",,,,,,,"100","8","0","85590b0000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2243","730.936382529",,,,"72.163.4.185","10.0.3.15",,,,,,,"100","0","0","85590b0000000000101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637",0
"2244","730.936539565",,,,"10.0.3.15","208.67.220.220",,,,,"50897","53","87",,,,0
"2245","730.968147164",,,,"208.67.220.220","10.0.3.15",,,,,"53","50897","122",,,,0
"2246","737.818299933",,,,"10.0.3.15","208.67.220.220",,,,,"55845","53","90",,,,0
"2247","737.818342494",,,,"10.0.3.15","208.67.220.220",,,,,"55845","53","90",,,,0
"2248","737.851145518",,,,"208.67.220.220","10.0.3.15",,,,,"53","55845","106",,,,0
"2249","737.855346077",,,,"208.67.220.220","10.0.3.15",,,,,"53","55845","171",,,,0
"2250","738.274448389",,,,"10.0.3.15","208.67.220.220",,,,,"39890","53","97",,,,0
"2251","738.274479914",,,,"10.0.3.15","208.67.220.220",,,,,"39890","53","97",,,,0
"2252","738.303814977",,,,"208.67.220.220","10.0.3.15",,,,,"53","39890","251",,,,0
"2253","738.310259763",,,,"208.67.220.220","10.0.3.15",,,,,"53","39890","263",,,,0
"2254","738.311030232",,,,"10.0.3.15","34.160.144.191",,,"40972","443",,,"76",,,,0
"2255","738.338023266",,,,"34.160.144.191","10.0.3.15",,,"443","40972",,,"62",,,,0
"2256","738.338060614",,,,"10.0.3.15","34.160.144.191",,,"40972","443",,,"56",,,,0
"2257","738.338348237",,,,"10.0.3.15","34.160.144.191",,,"40972","443",,,"272",,,,0
"2258","738.338481503",,,,"34.160.144.191","10.0.3.15",,,"443","40972",,,"62",,,,0
"2259","738.372349465",,,,"34.160.144.191","10.0.3.15",,,"443","40972",,,"2976",,,,0
"2260","738.372383285",,,,"10.0.3.15","34.160.144.191",,,"40972","443",,,"56",,,,0
"2261","738.372440320",,,,"34.160.144.191","10.0.3.15",,,"443","40972",,,"1539",,,,0
"2262","738.372448590",,,,"10.0.3.15","34.160.144.191",,,"40972","443",,,"56",,,,0
"2263","738.374320913",,,,"10.0.3.15","34.160.144.191",,,"40972","443",,,"149",,,,0
"2264","738.374555821",,,,"34.160.144.191","10.0.3.15",,,"443","40972",,,"62",,,,0
"2265","738.400208955",,,,"34.160.144.191","10.0.3.15",,,"443","40972",,,"420",,,,0
"2266","738.443906957",,,,"10.0.3.15","34.160.144.191",,,"40972","443",,,"56",,,,0
"2267","738.485797628",,,,"10.0.3.15","208.67.220.220",,,,,"38392","53","76",,,,0
"2268","738.485842625",,,,"10.0.3.15","208.67.220.220",,,,,"38392","53","76",,,,0
"2269","738.517104621",,,,"208.67.220.220","10.0.3.15",,,,,"53","38392","175",,,,0
"2270","738.523137830",,,,"208.67.220.220","10.0.3.15",,,,,"53","38392","199",,,,0
"2271","738.523450262",,,,"10.0.3.15","23.200.147.11",,,"36206","80",,,"76",,,,0
"2272","738.558135682",,,,"23.200.147.11","10.0.3.15",,,"80","36206",,,"62",,,,0
"2273","738.558177642",,,,"10.0.3.15","23.200.147.11",,,"36206","80",,,"56",,,,0
"2274","738.558365157",,,,"10.0.3.15","23.200.147.11",,,"36206","80",,,"471",,,,0
"2275","738.558512096",,,,"23.200.147.11","10.0.3.15",,,"80","36206",,,"62",,,,0
"2276","738.585854890",,,,"23.200.147.11","10.0.3.15",,,"80","36206",,,"944",,,,0
"2277","738.585904819",,,,"10.0.3.15","23.200.147.11",,,"36206","80",,,"56",,,,0
"2278","738.588385066",,,,"10.0.3.15","34.160.144.191",,,"40972","443",,,"233",,,,0
"2279","738.588549486",,,,"10.0.3.15","34.160.144.191",,,"40972","443",,,"94",,,,0
"2280","738.588602853",,,,"34.160.144.191","10.0.3.15",,,"443","40972",,,"62",,,,0
"2281","738.588603093",,,,"34.160.144.191","10.0.3.15",,,"443","40972",,,"62",,,,0
"2282","738.611477312",,,,"34.160.144.191","10.0.3.15",,,"443","40972",,,"94",,,,0
"2283","738.611508947",,,,"10.0.3.15","34.160.144.191",,,"40972","443",,,"56",,,,0
"2284","739.209216203",,,,"10.0.3.15","208.67.220.220",,,,,"55729","53","87",,,,0
"2285","739.209248510",,,,"10.0.3.15","208.67.220.220",,,,,"55729","53","87",,,,0
"2286","739.240259601",,,,"208.67.220.220","10.0.3.15",,,,,"53","55729","141",,,,0
"2287","739.245841398",,,,"208.67.220.220","10.0.3.15",,,,,"53","55729","207",,,,0
"2288","739.252013707",,,,"10.0.3.15","208.67.220.220",,,,,"53031","53","87",,,,0
"2289","739.252045573",,,,"10.0.3.15","208.67.220.220",,,,,"53031","53","87",,,,0
"2290","739.280872179",,,,"10.0.3.15","208.67.220.220",,,,,"47749","53","99",,,,0
"2291","739.280902852",,,,"10.0.3.15","208.67.220.220",,,,,"47749","53","99",,,,0
"2292","739.284107116",,,,"208.67.220.220","10.0.3.15",,,,,"53","53031","207",,,,0
"2293","739.287245284",,,,"208.67.220.220","10.0.3.15",,,,,"53","53031","141",,,,0
"2294","739.287633796",,,,"10.0.3.15","34.107.243.93",,,"36394","443",,,"76",,,,0
"2295","739.318694415",,,,"208.67.220.220","10.0.3.15",,,,,"53","47749","177",,,,0
"2296","739.320599426",,,,"208.67.220.220","10.0.3.15",,,,,"53","47749","251",,,,0
"2297","739.320863734",,,,"34.107.243.93","10.0.3.15",,,"443","36394",,,"62",,,,0
"2298","739.320922473",,,,"10.0.3.15","34.107.243.93",,,"36394","443",,,"56",,,,0
"2299","739.323592700",,,,"10.0.3.15","34.107.243.93",,,"36394","443",,,"573",,,,0
"2300","739.323781328",,,,"34.107.243.93","10.0.3.15",,,"443","36394",,,"62",,,,0
"2301","739.323921230",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"76",,,,0
"2302","739.353747107",,,,"34.107.243.93","10.0.3.15",,,"443","36394",,,"2976",,,,0
"2303","739.353792676",,,,"10.0.3.15","34.107.243.93",,,"36394","443",,,"56",,,,0
"2304","739.353987608",,,,"34.107.243.93","10.0.3.15",,,"443","36394",,,"1598",,,,0
"2305","739.354004047",,,,"10.0.3.15","34.107.243.93",,,"36394","443",,,"56",,,,0
"2306","739.357837696",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"62",,,,0
"2307","739.357872518",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"56",,,,0
"2308","739.359720845",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"573",,,,0
"2309","739.359907137",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"62",,,,0
"2310","739.386109305",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"2976",,,,0
"2311","739.386142744",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"56",,,,0
"2312","739.386209563",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"1516",,,,0
"2313","739.386217211",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"56",,,,0
"2314","739.386262519",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"232",,,,0
"2315","739.386267821",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"56",,,,0
"2316","739.403999896",,,,"10.0.3.15","23.200.147.11",,,"36206","80",,,"471",,,,0
"2317","739.404266007",,,,"23.200.147.11","10.0.3.15",,,"80","36206",,,"62",,,,0
"2318","739.424893955",,,,"10.0.3.15","208.67.220.220",,,,,"39227","53","76",,,,0
"2319","739.425916702",,,,"23.200.147.11","10.0.3.15",,,"80","36206",,,"944",,,,0
"2320","739.425945801",,,,"10.0.3.15","23.200.147.11",,,"36206","80",,,"56",,,,0
"2321","739.426260047",,,,"10.0.3.15","23.200.147.11",,,"36206","80",,,"471",,,,0
"2322","739.426411977",,,,"23.200.147.11","10.0.3.15",,,"80","36206",,,"62",,,,0
"2323","739.427951451",,,,"10.0.3.15","34.107.243.93",,,"36394","443",,,"120",,,,0
"2324","739.428157991",,,,"34.107.243.93","10.0.3.15",,,"443","36394",,,"62",,,,0
"2325","739.428420555",,,,"10.0.3.15","34.107.243.93",,,"36394","443",,,"226",,,,0
"2326","739.428543035",,,,"34.107.243.93","10.0.3.15",,,"443","36394",,,"62",,,,0
"2327","739.447008571",,,,"23.200.147.11","10.0.3.15",,,"80","36206",,,"944",,,,0
"2328","739.455562984",,,,"34.107.243.93","10.0.3.15",,,"443","36394",,,"673",,,,0
"2329","739.455598889",,,,"10.0.3.15","34.107.243.93",,,"36394","443",,,"56",,,,0
"2330","739.457261345",,,,"10.0.3.15","34.107.243.93",,,"36394","443",,,"87",,,,0
"2331","739.457452278",,,,"34.107.243.93","10.0.3.15",,,"443","36394",,,"62",,,,0
"2332","739.457807741",,,,"10.0.3.15","208.67.220.220",,,,,"59958","53","87",,,,0
"2333","739.457823489",,,,"10.0.3.15","208.67.220.220",,,,,"59958","53","87",,,,0
"2334","739.460527346",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"120",,,,0
"2335","739.460765862",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"62",,,,0
"2336","739.460999867",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"226",,,,0
"2337","739.461021168",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"305",,,,0
"2338","739.461196675",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"62",,,,0
"2339","739.461196865",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"62",,,,0
"2340","739.485526287",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"642",,,,0
"2341","739.485564107",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"56",,,,0
"2342","739.486048417",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"87",,,,0
"2343","739.486251228",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"62",,,,0
"2344","739.488005050",,,,"10.0.3.15","23.200.147.11",,,"36206","80",,,"56",,,,0
"2345","739.490116602",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"87",,,,0
"2346","739.490116983",,,,"208.67.220.220","10.0.3.15",,,,,"53","59958","141",,,,0
"2347","739.492303131",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"832",,,,0
"2348","739.492345582",,,,"208.67.220.220","10.0.3.15",,,,,"53","59958","207",,,,0
"2349","739.492785887",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"56",,,,0
"2350","739.492840035",,,,"10.0.3.15","34.149.100.209",,,"37364","443",,,"95",,,,0
"2351","739.493020825",,,,"34.149.100.209","10.0.3.15",,,"443","37364",,,"62",,,,0
"2352","739.493423711",,,,"10.0.3.15","34.107.243.93",,,"36406","443",,,"76",,,,0
"2353","739.524047011",,,,"34.107.243.93","10.0.3.15",,,"443","36406",,,"62",,,,0
"2354","739.524091597",,,,"10.0.3.15","34.107.243.93",,,"36406","443",,,"56",,,,0
"2355","739.525281782",,,,"10.0.3.15","34.107.243.93",,,"36406","443",,,"713",,,,0
"2356","739.525482017",,,,"34.107.243.93","10.0.3.15",,,"443","36406",,,"62",,,,0
"2357","739.535128502",,,,"208.67.220.220","10.0.3.15",,,,,"53","39227","175",,,,0
"2358","739.535397520",,,,"10.0.3.15","23.200.147.9",,,"33192","80",,,"76",,,,0
"2359","739.563230387",,,,"23.200.147.9","10.0.3.15",,,"80","33192",,,"62",,,,0
"2360","739.563230758",,,,"34.107.243.93","10.0.3.15",,,"443","36406",,,"274",,,,0
"2361","739.563273690",,,,"10.0.3.15","23.200.147.9",,,"33192","80",,,"56",,,,0
"2362","739.563291112",,,,"10.0.3.15","34.107.243.93",,,"36406","443",,,"56",,,,0
"2363","739.563722856",,,,"10.0.3.15","34.107.243.93",,,"36406","443",,,"120",,,,0
"2364","739.563921558",,,,"34.107.243.93","10.0.3.15",,,"443","36406",,,"62",,,,0
"2365","739.563981550",,,,"10.0.3.15","34.107.243.93",,,"36406","443",,,"676",,,,0
"2366","739.564089647",,,,"34.107.243.93","10.0.3.15",,,"443","36406",,,"62",,,,0
"2367","739.716939956",,,,"34.107.243.93","10.0.3.15",,,"443","36406",,,"854",,,,0
"2368","739.720943738",,,,"10.0.3.15","34.107.243.93",,,"36406","443",,,"195",,,,0
"2369","739.721221838",,,,"34.107.243.93","10.0.3.15",,,"443","36406",,,"62",,,,0
"2370","739.862876075",,,,"10.0.3.15","208.67.220.220",,,,,"39124","53","76",,,,0
"2371","739.862905235",,,,"10.0.3.15","208.67.220.220",,,,,"39124","53","76",,,,0
"2372","739.872435125",,,,"34.107.243.93","10.0.3.15",,,"443","36406",,,"193",,,,0
"2373","739.893522591",,,,"208.67.220.220","10.0.3.15",,,,,"53","39124","92",,,,0
"2374","739.906236686",,,,"208.67.220.220","10.0.3.15",,,,,"53","39124","104",,,,0
"2375","739.906816953",,,,"10.0.3.15","216.58.201.100",,,"37784","443",,,"76",,,,0
"2376","739.916602047",,,,"10.0.3.15","34.107.243.93",,,"36406","443",,,"56",,,,0
"2377","739.931929825",,,,"216.58.201.100","10.0.3.15",,,"443","37784",,,"62",,,,0
"2378","739.931987602",,,,"10.0.3.15","216.58.201.100",,,"37784","443",,,"56",,,,0
"2379","739.933392697",,,,"10.0.3.15","216.58.201.100",,,"37784","443",,,"573",,,,0
"2380","739.933572363",,,,"216.58.201.100","10.0.3.15",,,"443","37784",,,"62",,,,0
"2381","739.966184885",,,,"216.58.201.100","10.0.3.15",,,"443","37784",,,"2976",,,,0
"2382","739.966221091",,,,"10.0.3.15","216.58.201.100",,,"37784","443",,,"56",,,,0
"2383","739.966312368",,,,"216.58.201.100","10.0.3.15",,,"443","37784",,,"1421",,,,0
"2384","739.966328276",,,,"10.0.3.15","216.58.201.100",,,"37784","443",,,"56",,,,0
"2385","739.976608745",,,,"10.0.3.15","208.67.220.220",,,,,"39138","53","75",,,,0
"2386","739.976666562",,,,"10.0.3.15","208.67.220.220",,,,,"39138","53","75",,,,0
"2387","740.019773571",,,,"208.67.220.220","10.0.3.15",,,,,"53","39138","126",,,,0
"2388","740.021871149",,,,"208.67.220.220","10.0.3.15",,,,,"53","39138","138",,,,0
"2389","740.022335832",,,,"10.0.3.15","142.250.187.227",,,"41160","80",,,"76",,,,0
"2390","740.050393563",,,,"142.250.187.227","10.0.3.15",,,"80","41160",,,"62",,,,0
"2391","740.050441968",,,,"10.0.3.15","142.250.187.227",,,"41160","80",,,"56",,,,0
"2392","740.050658943",,,,"10.0.3.15","142.250.187.227",,,"41160","80",,,"474",,,,0
"2393","740.050837517",,,,"142.250.187.227","10.0.3.15",,,"80","41160",,,"62",,,,0
"2394","740.176568512",,,,"142.250.187.227","10.0.3.15",,,"80","41160",,,"757",,,,0
"2395","740.176610291",,,,"10.0.3.15","142.250.187.227",,,"41160","80",,,"56",,,,0
"2396","740.177703436",,,,"10.0.3.15","216.58.201.100",,,"37784","443",,,"120",,,,0
"2397","740.177969076",,,,"216.58.201.100","10.0.3.15",,,"443","37784",,,"62",,,,0
"2398","740.178171186",,,,"10.0.3.15","216.58.201.100",,,"37784","443",,,"226",,,,0
"2399","740.178352837",,,,"216.58.201.100","10.0.3.15",,,"443","37784",,,"62",,,,0
"2400","740.201749305",,,,"216.58.201.100","10.0.3.15",,,"443","37784",,,"701",,,,0
"2401","740.201783536",,,,"10.0.3.15","216.58.201.100",,,"37784","443",,,"56",,,,0
"2402","740.202945053",,,,"10.0.3.15","216.58.201.100",,,"37784","443",,,"87",,,,0
"2403","740.203229017",,,,"216.58.201.100","10.0.3.15",,,"443","37784",,,"62",,,,0
"2404","741.119737396",,,,"10.0.3.15","208.67.220.220",,,,,"46000","53","97",,,,0
"2405","741.119785451",,,,"10.0.3.15","208.67.220.220",,,,,"46000","53","97",,,,0
"2406","741.152126467",,,,"208.67.220.220","10.0.3.15",,,,,"53","46000","113",,,,0
"2407","741.157135275",,,,"208.67.220.220","10.0.3.15",,,,,"53","46000","178",,,,0
"2408","741.157741083",,,,"10.0.3.15","34.120.115.102",,,"55822","443",,,"76",,,,0
"2409","741.157912510",,,,"10.0.3.15","34.120.115.102",,,"55830","443",,,"76",,,,0
"2410","741.186515715",,,,"34.120.115.102","10.0.3.15",,,"443","55830",,,"62",,,,0
"2411","741.186552422",,,,"10.0.3.15","34.120.115.102",,,"55830","443",,,"56",,,,0
"2412","741.187500422",,,,"10.0.3.15","34.120.115.102",,,"55830","443",,,"573",,,,0
"2413","741.187637127",,,,"34.120.115.102","10.0.3.15",,,"443","55830",,,"62",,,,0
"2414","741.192547711",,,,"34.120.115.102","10.0.3.15",,,"443","55822",,,"62",,,,0
"2415","741.192586212",,,,"10.0.3.15","34.120.115.102",,,"55822","443",,,"56",,,,0
"2416","741.193537570",,,,"10.0.3.15","34.120.115.102",,,"55822","443",,,"573",,,,0
"2417","741.193660753",,,,"34.120.115.102","10.0.3.15",,,"443","55822",,,"62",,,,0
"2418","741.222412681",,,,"34.120.115.102","10.0.3.15",,,"443","55830",,,"2976",,,,0
"2419","741.222466228",,,,"10.0.3.15","34.120.115.102",,,"55830","443",,,"56",,,,0
"2420","741.222564622",,,,"34.120.115.102","10.0.3.15",,,"443","55830",,,"1692",,,,0
"2421","741.222573062",,,,"10.0.3.15","34.120.115.102",,,"55830","443",,,"56",,,,0
"2422","741.226022278",,,,"10.0.3.15","23.200.147.11",,,"36206","80",,,"471",,,,0
"2423","741.226382062",,,,"23.200.147.11","10.0.3.15",,,"80","36206",,,"62",,,,0
"2424","741.226794090",,,,"34.120.115.102","10.0.3.15",,,"443","55822",,,"2976",,,,0
"2425","741.226811732",,,,"10.0.3.15","34.120.115.102",,,"55822","443",,,"56",,,,0
"2426","741.226926675",,,,"34.120.115.102","10.0.3.15",,,"443","55822",,,"1692",,,,0
"2427","741.226942522",,,,"10.0.3.15","34.120.115.102",,,"55822","443",,,"56",,,,0
"2428","741.229982999",,,,"10.0.3.15","23.200.147.9",,,"33192","80",,,"471",,,,0
"2429","741.230203763",,,,"23.200.147.9","10.0.3.15",,,"80","33192",,,"62",,,,0
"2430","741.250915471",,,,"23.200.147.11","10.0.3.15",,,"80","36206",,,"945",,,,0
"2431","741.250949091",,,,"10.0.3.15","23.200.147.11",,,"36206","80",,,"56",,,,0
"2432","741.252234871",,,,"10.0.3.15","34.120.115.102",,,"55830","443",,,"120",,,,0
"2433","741.252503378",,,,"34.120.115.102","10.0.3.15",,,"443","55830",,,"62",,,,0
"2434","741.252664039",,,,"10.0.3.15","34.120.115.102",,,"55830","443",,,"226",,,,0
"2435","741.252683245",,,,"10.0.3.15","34.120.115.102",,,"55830","443",,,"347",,,,0
"2436","741.252866019",,,,"34.120.115.102","10.0.3.15",,,"443","55830",,,"62",,,,0
"2437","741.252866219",,,,"34.120.115.102","10.0.3.15",,,"443","55830",,,"62",,,,0
"2438","741.262358467",,,,"23.200.147.9","10.0.3.15",,,"80","33192",,,"945",,,,0
"2439","741.262413759",,,,"10.0.3.15","23.200.147.9",,,"33192","80",,,"56",,,,0
"2440","741.263445678",,,,"10.0.3.15","34.120.115.102",,,"55822","443",,,"120",,,,0
"2441","741.263633965",,,,"34.120.115.102","10.0.3.15",,,"443","55822",,,"62",,,,0
"2442","741.263833448",,,,"10.0.3.15","34.120.115.102",,,"55822","443",,,"243",,,,0
"2443","741.263943810",,,,"34.120.115.102","10.0.3.15",,,"443","55822",,,"62",,,,0
"2444","741.264102076",,,,"10.0.3.15","34.120.115.102",,,"55830","443",,,"161",,,,0
"2445","741.264197412",,,,"34.120.115.102","10.0.3.15",,,"443","55830",,,"62",,,,0
