frame.number,frame.time_relative,eth.src,eth.dst,eth.type,ip.src,ip.dst,arp.src.hw_mac,arp.dst.hw_mac,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,frame.len,icmp.type,icmp.code,data,Label
"789","301.332253690",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","77",,,,0
"790","301.333117788",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","340",,,,0
"791","301.333246195",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","69",,,,0
"792","301.336202590",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","82",,,,0
"793","301.337318707",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","74",,,,0
"794","301.343972546",,,,"216.58.213.1","10.0.3.15",,,,,"443","56562","697",,,,0
"795","301.344123694",,,,"216.58.213.1","10.0.3.15",,,,,"443","56562","69",,,,0
"796","301.344447189",,,,"10.0.3.15","216.58.213.1",,,,,"56562","443","80",,,,0
"797","301.352139187",,,,"216.58.213.1","10.0.3.15",,,"443","40836",,,"670",,,,0
"798","301.352169649",,,,"10.0.3.15","216.58.213.1",,,"40836","443",,,"56",,,,0
"799","301.352911449",,,,"10.0.3.15","216.58.213.1",,,"40836","443",,,"87",,,,0
"800","301.353186017",,,,"216.58.213.1","10.0.3.15",,,"443","40836",,,"62",,,,0
"801","301.356340685",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","1391",,,,0
"802","301.356696364",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","75",,,,0
"803","301.358475081",,,,"216.58.213.1","10.0.3.15",,,"443","40836",,,"87",,,,0
"804","301.358822298",,,,"10.0.3.15","216.58.201.110",,,,,"48515","443","76",,,,0
"805","301.360806036",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","73",,,,0
"806","301.361098018",,,,"216.58.201.110","10.0.3.15",,,"443","60924",,,"62",,,,0
"807","301.361098218",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","288",,,,0
"808","301.361131814",,,,"10.0.3.15","216.58.201.110",,,"60924","443",,,"56",,,,0
"809","301.361434541",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","76",,,,0
"810","301.362856166",,,,"10.0.3.15","216.58.201.110",,,"60924","443",,,"573",,,,0
"811","301.363029384",,,,"216.58.201.110","10.0.3.15",,,"443","60924",,,"62",,,,0
"812","301.381680233",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","77",,,,0
"813","301.386826891",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","72",,,,0
"814","301.394211787",,,,"216.58.213.1","10.0.3.15",,,,,"443","56562","71",,,,0
"815","301.399258107",,,,"216.58.201.110","10.0.3.15",,,"443","60924",,,"2976",,,,0
"816","301.399292774",,,,"10.0.3.15","216.58.201.110",,,"60924","443",,,"56",,,,0
"817","301.399381627",,,,"216.58.201.110","10.0.3.15",,,"443","60924",,,"1372",,,,0
"818","301.399389497",,,,"10.0.3.15","216.58.201.110",,,"60924","443",,,"56",,,,0
"819","301.399426969",,,,"216.58.201.110","10.0.3.15",,,"443","60924",,,"2645",,,,0
"820","301.399433278",,,,"10.0.3.15","216.58.201.110",,,"60924","443",,,"56",,,,0
"821","301.399839897",,,,"10.0.3.15","216.58.213.1",,,"40836","443",,,"56",,,,0
"822","301.405694488",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1397",,,,0
"823","301.405793975",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"824","301.405794075",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"825","301.405844134",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"826","301.405897427",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"827","301.405999638",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"828","301.405999738",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"829","301.406061864",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"830","301.406115067",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"831","301.406173347",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1090",,,,0
"832","301.406527524",,,,"10.0.3.15","216.58.201.110",,,,,"48515","443","80",,,,0
"833","301.409735536",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1396",,,,0
"834","301.411816387",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"835","301.413259232",,,,"10.0.3.15","216.58.201.110",,,"60924","443",,,"120",,,,0
"836","301.413489558",,,,"216.58.201.110","10.0.3.15",,,"443","60924",,,"62",,,,0
"837","301.413834082",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"838","301.413904529",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"839","301.413962569",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"840","301.413996956",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","1401",,,,0
"841","301.414492928",,,,"10.0.3.15","216.58.201.110",,,,,"48515","443","75",,,,0
"842","301.414870858",,,,"10.0.3.15","216.58.201.110",,,,,"48515","443","75",,,,0
"843","301.415254676",,,,"10.0.3.15","216.58.201.110",,,"60924","443",,,"226",,,,0
"844","301.415394628",,,,"216.58.201.110","10.0.3.15",,,"443","60924",,,"62",,,,0
"845","301.416043791",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","948",,,,0
"846","301.416044232",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","72",,,,0
"847","301.437924512",,,,"10.0.3.15","216.58.201.110",,,,,"48515","443","76",,,,0
"848","301.439534646",,,,"216.58.201.110","10.0.3.15",,,"443","60924",,,"670",,,,0
"849","301.440407947",,,,"10.0.3.15","216.58.201.110",,,"60924","443",,,"87",,,,0
"850","301.440611798",,,,"216.58.201.110","10.0.3.15",,,"443","60924",,,"62",,,,0
"851","301.444572945",,,,"216.58.201.110","10.0.3.15",,,"443","60924",,,"87",,,,0
"852","301.456542887",,,,"216.58.201.110","10.0.3.15",,,,,"443","48515","71",,,,0
"853","301.460764352",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","1401",,,,0
"854","301.463318245",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","176",,,,0
"855","301.463917409",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","1401",,,,0
"856","301.463977151",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","188",,,,0
"857","301.474427973",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","1401",,,,0
"858","301.474472364",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","439",,,,0
"859","301.475879820",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","1401",,,,0
"860","301.475924962",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","405",,,,0
"861","301.476026802",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","79",,,,0
"862","301.487790079",,,,"10.0.3.15","216.58.201.110",,,"60924","443",,,"56",,,,0
"863","301.495415206",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","75",,,,0
"864","301.495770044",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","75",,,,0
"865","301.496235804",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","77",,,,0
"866","301.503766761",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","75",,,,0
"867","301.504198415",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","75",,,,0
"868","301.504198795",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","76",,,,0
"869","301.505852770",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","77",,,,0
"870","301.512196113",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","249",,,,0
"871","301.512291404",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","69",,,,0
"872","301.512291494",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","249",,,,0
"873","301.512368180",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","69",,,,0
"874","301.512799383",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","83",,,,0
"875","301.525749793",,,,"10.0.3.15","208.67.220.220",,,,,"59624","53","81",,,,0
"876","301.525785772",,,,"10.0.3.15","208.67.220.220",,,,,"59624","53","81",,,,0
"877","301.536264153",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","742",,,,0
"878","301.536264503",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","110",,,,0
"879","301.536354196",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","82",,,,0
"880","301.538378060",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","82",,,,0
"881","301.542049148",,,,"10.0.3.15","208.67.220.220",,,,,"48881","53","82",,,,0
"882","301.542073332",,,,"10.0.3.15","208.67.220.220",,,,,"48881","53","82",,,,0
"883","301.542687196",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","79",,,,0
"884","301.542952491",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","162",,,,0
"885","301.543309792",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","77",,,,0
"886","301.544895913",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","1401",,,,0
"887","301.544940435",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","181",,,,0
"888","301.559328752",,,,"208.67.220.220","10.0.3.15",,,,,"53","59624","97",,,,0
"889","301.570125951",,,,"208.67.220.220","10.0.3.15",,,,,"53","59624","109",,,,0
"890","301.576281446",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","1401",,,,0
"891","301.578288296",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","71",,,,0
"892","301.578752635",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","75",,,,0
"893","301.580249984",,,,"208.67.220.220","10.0.3.15",,,,,"53","48881","98",,,,0
"894","301.589096089",,,,"208.67.220.220","10.0.3.15",,,,,"53","48881","110",,,,0
"895","301.590264766",,,,"10.0.3.15","142.250.180.2",,,,,"57953","443","1401",,,,0
"896","301.597734769",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","248",,,,0
"897","301.597828899",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","69",,,,0
"898","301.598957020",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","82",,,,0
"899","301.610340045",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","1401",,,,0
"900","301.611224731",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","84",,,,0
"901","301.612251343",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","1401",,,,0
"902","301.612759322",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","86",,,,0
"903","301.614945939",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","1401",,,,0
"904","301.614946379",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","1401",,,,0
"905","301.616236614",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","86",,,,0
"906","301.616833304",,,,"10.0.3.15","142.250.180.2",,,,,"57953","443","84",,,,0
"907","301.617263917",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","1401",,,,0
"908","301.617296692",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","237",,,,0
"909","301.620975281",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","1401",,,,0
"910","301.621265900",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","1401",,,,0
"911","301.624217500",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","1401",,,,0
"912","301.624441708",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","199",,,,0
"913","301.624747308",,,,"10.0.3.15","142.250.180.2",,,,,"57953","443","86",,,,0
"914","301.626914679",,,,"10.0.3.15","66.102.1.84",,,"51918","443",,,"76",,,,0
"915","301.640336607",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","1401",,,,0
"916","301.640447059",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","1401",,,,0
"917","301.640447159",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","1401",,,,0
"918","301.640506080",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","409",,,,0
"919","301.644923736",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","1401",,,,0
"920","301.645034598",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","1401",,,,0
"921","301.645034698",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","1401",,,,0
"922","301.645099187",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","409",,,,0
"923","301.646537225",,,,"10.0.3.15","142.250.180.2",,,,,"57953","443","87",,,,0
"924","301.648319175",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","87",,,,0
"925","301.648972874",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","71",,,,0
"926","301.649043081",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","75",,,,0
"927","301.655439196",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","75",,,,0
"928","301.657434490",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","77",,,,0
"929","301.663833000",,,,"66.102.1.84","10.0.3.15",,,"443","51918",,,"62",,,,0
"930","301.663868739",,,,"10.0.3.15","66.102.1.84",,,"51918","443",,,"56",,,,0
"931","301.665730620",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","250",,,,0
"932","301.668222396",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","69",,,,0
"933","301.669644883",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","80",,,,0
"934","301.672529279",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","248",,,,0
"935","301.672579829",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","69",,,,0
"936","301.673179754",,,,"10.0.3.15","66.102.1.84",,,"51918","443",,,"573",,,,0
"937","301.673463694",,,,"66.102.1.84","10.0.3.15",,,"443","51918",,,"62",,,,0
"938","301.682400184",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","82",,,,0
"939","301.689098346",,,,"10.0.3.15","142.250.180.2",,,"34434","443",,,"76",,,,0
"940","301.692536705",,,,"10.0.3.15","142.250.180.2",,,,,"57953","443","152",,,,0
"941","301.692612529",,,,"10.0.3.15","142.250.180.2",,,,,"57953","443","156",,,,0
"942","301.696852750",,,,"10.0.3.15","142.250.180.2",,,,,"57953","443","1401",,,,0
"943","301.696937026",,,,"10.0.3.15","142.250.180.2",,,,,"57953","443","210",,,,0
"944","301.701973653",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","152",,,,0
"945","301.702079869",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","115",,,,0
"946","301.705101354",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","1401",,,,0
"947","301.705153015",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","1038",,,,0
"948","301.708591344",,,,"66.102.1.84","10.0.3.15",,,"443","51918",,,"2976",,,,0
"949","301.708624159",,,,"10.0.3.15","66.102.1.84",,,"51918","443",,,"56",,,,0
"950","301.708749161",,,,"66.102.1.84","10.0.3.15",,,"443","51918",,,"1455",,,,0
"951","301.708760056",,,,"10.0.3.15","66.102.1.84",,,"51918","443",,,"56",,,,0
"952","301.712699303",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","71",,,,0
"953","301.714865132",,,,"142.250.180.2","10.0.3.15",,,"443","34434",,,"62",,,,0
"954","301.714900951",,,,"10.0.3.15","142.250.180.2",,,"34434","443",,,"56",,,,0
"955","301.716925736",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","659",,,,0
"956","301.717239267",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","173",,,,0
"957","301.720562146",,,,"10.0.3.15","142.250.180.2",,,,,"57953","443","75",,,,0
"958","301.723364610",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","74",,,,0
"959","301.723694444",,,,"10.0.3.15","142.250.180.2",,,"34434","443",,,"573",,,,0
"960","301.723902189",,,,"142.250.180.2","10.0.3.15",,,"443","34434",,,"62",,,,0
"961","301.734130055",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","398",,,,0
"962","301.734483882",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","68",,,,0
"963","301.737925064",,,,"10.0.3.15","142.250.180.2",,,,,"57953","443","80",,,,0
"964","301.738399316",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","659",,,,0
"965","301.740942213",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","173",,,,0
"966","301.742710155",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","74",,,,0
"967","301.743259370",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","75",,,,0
"968","301.743480344",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","1401",,,,0
"969","301.743544813",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","122",,,,0
"970","301.747346020",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","79",,,,0
"971","301.750542847",,,,"10.0.3.15","142.250.187.227",,,"55854","80",,,"474",,,,0
"972","301.750758563",,,,"142.250.187.227","10.0.3.15",,,"80","55854",,,"62",,,,0
"973","301.751521402",,,,"142.250.180.2","10.0.3.15",,,"443","34434",,,"2976",,,,0
"974","301.751589907",,,,"10.0.3.15","142.250.180.2",,,"34434","443",,,"56",,,,0
"975","301.751762544",,,,"142.250.180.2","10.0.3.15",,,"443","34434",,,"3960",,,,0
"976","301.751780829",,,,"10.0.3.15","142.250.180.2",,,"34434","443",,,"56",,,,0
"977","301.762019780",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","1397",,,,0
"978","301.762149058",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","538",,,,0
"979","301.762149238",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","81",,,,0
"980","301.762219355",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","308",,,,0
"981","301.764698614",,,,"10.0.3.15","66.102.1.84",,,,,"55438","443","81",,,,0
"982","301.781487303",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","75",,,,0
"983","301.781814122",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","76",,,,0
"984","301.782505113",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","77",,,,0
"985","301.792304800",,,,"142.250.180.2","10.0.3.15",,,,,"443","57953","71",,,,0
"986","301.798245209",,,,"10.0.3.15","142.250.180.2",,,"34434","443",,,"120",,,,0
"987","301.798485028",,,,"142.250.180.2","10.0.3.15",,,"443","34434",,,"62",,,,0
"988","301.799954109",,,,"10.0.3.15","142.250.180.2",,,"34434","443",,,"226",,,,0
"989","301.800184696",,,,"142.250.180.2","10.0.3.15",,,"443","34434",,,"62",,,,0
"990","301.801180315",,,,"10.0.3.15","208.67.220.220",,,,,"44768","53","89",,,,0
"991","301.801221131",,,,"10.0.3.15","208.67.220.220",,,,,"44768","53","89",,,,0
"992","301.821626524",,,,"66.102.1.84","10.0.3.15",,,,,"443","55438","71",,,,0
"993","301.821698443",,,,"142.250.180.2","10.0.3.15",,,"443","34434",,,"670",,,,0
"994","301.821723046",,,,"10.0.3.15","142.250.180.2",,,"34434","443",,,"56",,,,0
"995","301.822880658",,,,"10.0.3.15","142.250.180.2",,,"34434","443",,,"87",,,,0
"996","301.823115441",,,,"142.250.180.2","10.0.3.15",,,"443","34434",,,"62",,,,0
"997","301.828007769",,,,"142.250.180.2","10.0.3.15",,,"443","34434",,,"87",,,,0
"998","301.848679969",,,,"208.67.220.220","10.0.3.15",,,,,"53","44768","105",,,,0
"999","301.852129012",,,,"208.67.220.220","10.0.3.15",,,,,"53","44768","117",,,,0
"1000","301.862417822",,,,"142.250.187.227","10.0.3.15",,,"80","55854",,,"757",,,,0
"1001","301.862506784",,,,"10.0.3.15","142.250.187.227",,,"55854","80",,,"56",,,,0
"1002","301.866494277",,,,"10.0.3.15","216.58.204.66",,,,,"42627","443","1401",,,,0
"1003","301.871826470",,,,"10.0.3.15","142.250.180.2",,,"34434","443",,,"56",,,,0
"1004","301.882698412",,,,"10.0.3.15","216.58.204.67",,,,,"36726","443","1401",,,,0
"1005","301.896271098",,,,"216.58.204.66","10.0.3.15",,,,,"443","42627","1401",,,,0
"1006","301.897095582",,,,"10.0.3.15","216.58.204.66",,,,,"42627","443","84",,,,0
"1007","301.900590808",,,,"216.58.204.66","10.0.3.15",,,,,"443","42627","1401",,,,0
"1008","301.900885854",,,,"10.0.3.15","216.58.204.66",,,,,"42627","443","86",,,,0
"1009","301.903102553",,,,"216.58.204.66","10.0.3.15",,,,,"443","42627","1401",,,,0
"1010","301.903343855",,,,"10.0.3.15","208.67.220.220",,,,,"55430","53","84",,,,0
"1011","301.903386493",,,,"10.0.3.15","208.67.220.220",,,,,"55430","53","84",,,,0
"1012","301.904080698",,,,"10.0.3.15","216.58.204.66",,,,,"42627","443","86",,,,0
"1013","301.905762761",,,,"10.0.3.15","66.102.1.84",,,"51918","443",,,"120",,,,0
"1014","301.906126191",,,,"66.102.1.84","10.0.3.15",,,"443","51918",,,"62",,,,0
"1015","301.906783114",,,,"10.0.3.15","66.102.1.84",,,"51918","443",,,"226",,,,0
"1016","301.906938508",,,,"66.102.1.84","10.0.3.15",,,"443","51918",,,"62",,,,0
"1017","301.913298715",,,,"216.58.204.67","10.0.3.15",,,,,"443","36726","1401",,,,0
"1018","301.917647175",,,,"216.58.204.67","10.0.3.15",,,,,"443","36726","1401",,,,0
"1019","301.917740914",,,,"10.0.3.15","216.58.204.67",,,,,"36726","443","84",,,,0
"1020","301.917766880",,,,"216.58.204.67","10.0.3.15",,,,,"443","36726","1401",,,,0
"1021","301.918095021",,,,"10.0.3.15","216.58.204.67",,,,,"36726","443","86",,,,0
"1022","301.922534767",,,,"216.58.204.66","10.0.3.15",,,,,"443","42627","1401",,,,0
"1023","301.922957748",,,,"216.58.204.66","10.0.3.15",,,,,"443","42627","502",,,,0
"1024","301.939084847",,,,"10.0.3.15","216.58.204.66",,,,,"42627","443","87",,,,0
"1025","301.941863979",,,,"66.102.1.84","10.0.3.15",,,"443","51918",,,"701",,,,0
"1026","301.941895011",,,,"10.0.3.15","66.102.1.84",,,"51918","443",,,"56",,,,0
"1027","301.941947864",,,,"216.58.204.67","10.0.3.15",,,,,"443","36726","1401",,,,0
"1028","301.941995259",,,,"216.58.204.67","10.0.3.15",,,,,"443","36726","536",,,,0
"1029","301.945887902",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","1401",,,,0
"1030","301.946007407",,,,"10.0.3.15","216.58.201.100",,,,,"45805","443","287",,,,0
"1031","301.946906403",,,,"10.0.3.15","66.102.1.84",,,"51918","443",,,"87",,,,0
"1032","301.947047387",,,,"66.102.1.84","10.0.3.15",,,"443","51918",,,"62",,,,0
"1033","301.957161707",,,,"208.67.220.220","10.0.3.15",,,,,"53","55430","140",,,,0
"1034","301.958656162",,,,"10.0.3.15","216.58.204.67",,,,,"36726","443","87",,,,0
"1035","301.959638703",,,,"208.67.220.220","10.0.3.15",,,,,"53","55430","152",,,,0
"1036","301.979945700",,,,"216.58.201.100","10.0.3.15",,,,,"443","45805","75",,,,0
"1037","301.983340139",,,,"10.0.3.15","142.250.200.34",,,"34946","443",,,"76",,,,0
"1038","301.991273108",,,,"10.0.3.15","216.58.204.66",,,,,"42627","443","84",,,,0
